元表記,出現頻度,正規化後,url,タイプ,チェック,正規化（変更案）,url（変更案）,タイプ
0380-17-2-(21),1,0380-17-2-(21),,,,,,
徳川慶喜…,1,徳川慶喜…,,,,,,
0380-17-2-(22),1,0380-17-2-(22),,,,,,
２９,1,２９,,,,,,
稽古所の賑ひ,1,稽古所の賑ひ,,,,,,
0380-17-2-(23),1,0380-17-2-(23),,,,,,
小唄稽古所,1,小唄稽古所,,,,,,
当世ごまのお萩,1,当世ごまのお萩,,,,,,
0380-17-2-(24),1,0380-17-2-(24),,,,,,
こがらし竹斎難病療治,1,こがらし竹斎難病療治,,,,,,
0380-17-2-(25),1,0380-17-2-(25),,,,,,
竹斎,1,竹斎,https://ja.wikipedia.org/wiki/竹斎,Keyword,OK,,,
うけやってなほす名医のれうぢにもこのわづらひは匙をなげたり,1,うけやってなほす名医のれうぢにもこのわづらひは匙をなげたり,,,,,,
0380-17-2-(26),1,0380-17-2-(26),,,,,,
常盤津稽古所,1,常盤津稽古所,,,,,,
0380-17-2-(27),1,0380-17-2-(27),,,,,,
常盤津師匠,1,常盤津師匠,,,,,,
台屋の千さん,1,台屋の千さん,,,,,,
内海やの正さん,1,内海やの正さん,,,,,,
上総やの杉さん,1,上総やの杉さん,,,,,,
竹尾のさたさん,1,竹尾のさたさん,,,,,,
津国やの宇三さん,1,津国やの宇三さん,,,,,,
宇都宮,1,宇都宮,https://ja.wikipedia.org/wiki/宇都宮,Keyword,OK,,,
つちやの大井さま,1,つちやの大井さま,,,,,,
古河,1,古河,https://ja.wikipedia.org/wiki/古河,Keyword,要確認,,,
水口屋のとうさん,1,水口屋のとうさん,,,,,,
かかやの金さん,1,かかやの金さん,,,,,,
あつみ大夫,1,あつみ大夫,,,,,,
有栖川宮,1,有栖川宮,https://ja.wikipedia.org/wiki/有栖川宮,Keyword,OK,,,
浮世風呂一人口文句,1,浮世風呂一人口文句,,,,,,
0380-17-2-(28),1,0380-17-2-(28),,,,,,
ビラ,1,ビラ,https://ja.wikipedia.org/wiki/ビラ,Keyword,OK,,,
かるたあわせ鎌蔵武勇六家仙,1,かるたあわせ鎌蔵武勇六家仙,,,,,,
0380-17-2-(29),1,0380-17-2-(29),,,,,,
江間小四郎,1,江間小四郎,https://ja.wikipedia.org/wiki/江間小四郎,Keyword,変更,,,Person
源実朝,1,源実朝,https://ja.wikipedia.org/wiki/源実朝,Person,OK,,,Person
北条政子,1,北条政子,https://ja.wikipedia.org/wiki/北条政子,Keyword,変更,,,
大江広元,1,大江広元,https://ja.wikipedia.org/wiki/大江広元,Person,OK,,,
三人なまゑひ,1,三人なまゑひ,,,,,,
0380-17-2-(30),1,0380-17-2-(30),,,,,,
巴御前,1,巴御前,https://ja.wikipedia.org/wiki/巴御前,Person,OK,,,
佐々木高綱,1,佐々木高綱,https://ja.wikipedia.org/wiki/佐々木高綱,Person,OK,,,
樋口次郎,1,樋口次郎,,,,,,
山咲御前,1,山咲御前,,,,,,
大一座葉唄の三会,1,大一座葉唄の三会,,,,,,
0380-17-2-(31),1,0380-17-2-(31),,,,,,
道化肴市場,1,道化肴市場,,,,,,
0380-17-2-(32),1,0380-17-2-(32),,,,,,
天狗連五もくの大よせ,1,天狗連五もくの大よせ,,,,,,
0380-17-2-(33),1,0380-17-2-(33),,,,,,
子供戯三人生酔,1,子供戯三人生酔,,,,,,
0380-17-2-(34),1,0380-17-2-(34),,,,,,
応需了古戯画,1,応需了古戯画,,,,,,
子をとろのしかへし,1,子をとろのしかへし,,,,,,
0380-17-2-(35),1,0380-17-2-(35),,,,,,
上杉,1,上杉,https://ja.wikipedia.org/wiki/上杉,Place,変更,上杉 (曖昧さ回避),,
板倉,1,板倉,https://ja.wikipedia.org/wiki/板倉,Keyword,OK,,,
道化十二支の見立,1,道化十二支の見立,,,,,,
0380-17-2-(36),1,0380-17-2-(36),,,,,,
明治元年３月カ(18680030551),1,明治元年３月カ(18680030551),,,,,,
慶応戊辰四月陸日購賈二伯伍拾孔,1,慶応戊辰四月陸日購賈二伯伍拾孔,,,,,,
２５０文,1,２５０文,,,,,,
屁合戦兵粮之図,1,屁合戦兵粮之図,,,,,,
0380-17-2-(37),1,0380-17-2-(37),,,,,,
東西屁ひりくらへ,1,東西屁ひりくらへ,,,,,,
0380-17-2-(38),1,0380-17-2-(38),,,,,,
応好屁穴筆,1,応好屁穴筆,,,,,,
慶応戊辰４月１４日,1,慶応戊辰４月１４日,,,,,,
鳥羽画巻物之内合屁戦,1,鳥羽画巻物之内合屁戦,,,,,,
0380-17-2-(39),1,0380-17-2-(39),,,,,,
子供遊水合戦,1,子供遊水合戦,,,,,,
0380-17-2-(40),1,0380-17-2-(40),,,,,,
当世どどいつもん句合,1,当世どどいつもん句合,,,,,,
0380-17-2-(41),1,0380-17-2-(41),,,,,,
一寸一ト口千両幟の語り分,1,一寸一ト口千両幟の語り分,,,,,,
0380-17-2-(42),1,0380-17-2-(42),,,,,,
小石川とあり水戸か,1,小石川とあり水戸か,,,,,,
子供遊端午の気生,1,子供遊端午の気生,,,,,,
0380-17-2-(43),1,0380-17-2-(43),,,,,,
子供遊花火の戯,1,子供遊花火の戯,,,,,,
0380-17-2-(44),1,0380-17-2-(44),,,,,,
花火,1,花火,https://ja.wikipedia.org/wiki/花火,Keyword,OK,,,
おさなあそびはなびのあげくら,1,おさなあそびはなびのあげくら,,,,,,
彦根など,1,彦根など,,,,,,
子供あそびぼんてんまつり,1,子供あそびぼんてんまつり,,,,,,
0380-17-2-(45),1,0380-17-2-(45),,,,,,
ぼんてんまつり,1,ぼんてんまつり,,,,,,
どきやうのはらの上,1,どきやうのはらの上,,,,,,
0380-17-2-(46),1,0380-17-2-(46),,,,,,
天正年中上杉謙信上洛之折から諸民太平お願て親み賜お図,1,天正年中上杉謙信上洛之折から諸民太平お願て親み賜お図,,,,,,
0380-17-2-(47),1,0380-17-2-(47),,,,,,
おそれながらどふぞ御立れおやめになさりてくださりまし,1,おそれながらどふぞ御立れおやめになさりてくださりまし,,,,,,
万民おどろ木,1,万民おどろ木,,,,,,
0380-17-2-(48),1,0380-17-2-(48),,,,,,
世の中に金のちる木がふっとでき市中のなん木とあり,1,世の中に金のちる木がふっとでき市中のなん木とあり,,,,,,
日蓮宗一向宗法論之図,1,日蓮宗一向宗法論之図,,,,,,
0380-17-2-(49),1,0380-17-2-(49),,,,,,
三国妖狐伝,1,三国妖狐伝,,,,,,
0380-17-2-(50),1,0380-17-2-(50),,,,,,
子供遊端午のにぎわい,1,子供遊端午のにぎわい,,,,,,
0380-17-2-(51),1,0380-17-2-(51),,,,,,
子供芝居忠臣蔵四段目,1,子供芝居忠臣蔵四段目,,,,,,
0380-17-2-(52),1,0380-17-2-(52),,,,,,
あと２人の子供不明,1,あと２人の子供不明,,,,,,
道外茶ばん忠臣蔵四段目,1,道外茶ばん忠臣蔵四段目,,,,,,
0380-17-2-(53),1,0380-17-2-(53),,,,,,
中,1,中,https://ja.wikipedia.org/wiki/中,Keyword,NG,,,
子供遊どろ合戦,1,子供遊どろ合戦,,,,,,
0380-17-2-(54),1,0380-17-2-(54),,,,,,
料理屋にて武士２人酒宴をするの図,1,料理屋にて武士２人酒宴をするの図,,,,,,
0380-17-2-(55),1,0380-17-2-(55),,,,,,
ほれて通のかへ唄老まつの替うた,1,ほれて通のかへ唄老まつの替うた,,,,,,
0380-17-2-(56),1,0380-17-2-(56),,,,,,
慶応戊辰４月１３日得,1,慶応戊辰４月１３日得,,,,,,
対面曽我の戯,1,対面曽我の戯,,,,,,
0380-17-2-(57),1,0380-17-2-(57),,,,,,
龍宮魚勝戦,1,龍宮魚勝戦,,,,,,
0380-17-2-(58),1,0380-17-2-(58),,,,,,
子供相撲の図,1,子供相撲の図,,,,,,
0380-17-2-(59),1,0380-17-2-(59),,,,,,
備中松山,1,備中松山,,,,,,
榊原,1,榊原,,,,,,
外に徳川慶喜,1,外に徳川慶喜,,,,,,
外に,1,外に,,,,,,
徳用奥羽屋,1,徳用奥羽屋,,,,,,
0380-17-2-(60),1,0380-17-2-(60),,,,,,
夏の夜虫合戦,1,夏の夜虫合戦,,,,,,
0380-17-2-(61),1,0380-17-2-(61),,,,,,
不明版元曲形菊字印,1,不明版元曲形菊字印,,,,,,
東京雨天のつれつれ,1,東京雨天のつれつれ,,,,,,
0380-17-2-(62),1,0380-17-2-(62),,,,,,
需に応して了古画,1,需に応して了古画,,,,,,
とうけいうてんのつれつれ,1,とうけいうてんのつれつれ,,,,,,
子供あそび百ものがたり,1,子供あそび百ものがたり,,,,,,
0380-17-2-(63),1,0380-17-2-(63),,,,,,
百ものがたり,1,百ものがたり,,,,,,
淀,1,淀,https://ja.wikipedia.org/wiki/淀,Keyword,OK,,,
徳用向ぬり物,1,徳用向ぬり物,,,,,,
0380-17-2-(64),1,0380-17-2-(64),,,,,,
新発田,1,新発田市,https://ja.wikipedia.org/wiki/新発田市,Place,OK,,,
溝口,1,溝口,https://ja.wikipedia.org/wiki/溝口,Keyword,要確認,,,
保科,1,保科,,,,,,
平,1,平,https://ja.wikipedia.org/wiki/平,Keyword,OK,,,
四天王化物蝋燭,1,四天王化物蝋燭,,,,,,
0380-17-2-(65),1,0380-17-2-(65),,,,,,
土佐がかかれている。仙台,1,土佐がかかれている。仙台,,,,,,
桑名などの化物,1,桑名などの化物,,,,,,
子供遊うでっくらべ,1,子供遊うでっくらべ,,,,,,
0380-17-2-(66),1,0380-17-2-(66),,,,,,
剣道,1,剣道,https://ja.wikipedia.org/wiki/剣道,Keyword,OK,,,
見物,1,見物,,,,,,
嫗山姥ありでんの段,1,嫗山姥ありでんの段,,,,,,
0380-17-2-(67),1,0380-17-2-(67),,,,,,
道楽寺あほだら経,1,道楽寺あほだら経,,,,,,
0380-17-2-(68),1,0380-17-2-(68),,,,,,
あほだら経,1,あほだら経,https://ja.wikipedia.org/wiki/あほだら経,Keyword,OK,,,
子供あそびいくさまなび,1,子供あそびいくさまなび,,,,,,
0380-17-2-(69),1,0380-17-2-(69),,,,,,
花軍児童戯,1,花軍児童戯,,,,,,
0380-17-2-(70),1,0380-17-2-(70),,,,,,
はないくさわらべのたはむれ,1,はないくさわらべのたはむれ,,,,,,
子供遊勇当独楽,1,子供遊勇当独楽,,,,,,
0380-17-2-(71),1,0380-17-2-(71),,,,,,
こままわし,1,こままわし,,,,,,
こどもあそびいさむあてごま,1,こどもあそびいさむあてごま,,,,,,
そとに徳川慶喜,1,そとに徳川慶喜,,,,,,
諸商人市の賑ひ,1,諸商人市の賑ひ,,,,,,
0380-17-2-(72),1,0380-17-2-(72),,,,,,
天貧坊,1,天貧坊,,,,,,
諸々の商なふ品の売買は　さて勇ましき市の賑ひ,1,諸々の商なふ品の売買は　さて勇ましき市の賑ひ,,,,,,
天貧坊土地面讃,1,天貧坊土地面讃,,,,,,
浮世人物武蔵野遊,1,浮世人物武蔵野遊,,,,,,
0380-17-2-(73),1,0380-17-2-(73),,,,,,
花札,1,花札,https://ja.wikipedia.org/wiki/花札,Keyword,OK,,,
会津？,1,会津？,,,,,,
当世風行大団子,1,当世風行大団子,,,,,,
0380-17-2-(74),1,0380-17-2-(74),,,,,,
右側,1,左右,https://ja.wikipedia.org/wiki/左右,Keyword,OK,,,
左側　庄内,1,左側　庄内,,,,,,
肥後？,1,肥後？,,,,,,
藤堂？,1,藤堂？,,,,,,
花見の戯,1,花見の戯,,,,,,
0380-17-2-(75),1,0380-17-2-(75),,,,,,
花見,1,花見,https://ja.wikipedia.org/wiki/花見,Keyword,OK,,,
田楽,1,田楽,https://ja.wikipedia.org/wiki/田楽,Keyword,OK,,,
幕内弁当,1,幕の内弁当,https://ja.wikipedia.org/wiki/幕の内弁当,Keyword,OK,,,
素人茶番下げい子,1,素人茶番下げい子,,,,,,
0380-17-2-(76),1,0380-17-2-(76),,,,,,
戯筆印,1,戯筆印,,,,,,
0380-17-2-(77),1,0380-17-2-(77),,,,,,
仙台と薩摩,1,仙台と薩摩,,,,,,
尾張と水戸,1,尾張と水戸,,,,,,
土佐と庄内,1,土佐と庄内,,,,,,
藤堂と長岡,1,藤堂と長岡,,,,,,
彦根と米沢,1,彦根と米沢,,,,,,
0380-17-2-(78),1,0380-17-2-(78),,,,,,
不明版元菱形藤字印,1,不明版元菱形藤字印,,,,,,
枕引,1,枕引,,,,,,
まくらびき,1,まくらびき,,,,,,
会津と長州,1,会津と長州,,,,,,
南部と？,1,南部と？,,,,,,
和宮と田安？,1,和宮と田安？,,,,,,
大村と二本松,1,大村と二本松,,,,,,
桑名と肥後？,1,桑名と肥後？,,,,,,
勝軍振舞御献さつ立,1,勝軍振舞御献さつ立,,,,,,
0380-17-2-(79),1,0380-17-2-(79),,,,,,
料理献立,1,料理献立,,,,,,
神いさめ道化二十五座,1,神いさめ道化二十五座,,,,,,
0380-17-2-(80),1,0380-17-2-(80),,,,,,
子供あそびさつきの戯,1,子供あそびさつきの戯,,,,,,
0380-17-2-(81),1,0380-17-2-(81),,,,,,
こしをしの図,1,こしをしの図,,,,,,
0380-17-2-(82),1,0380-17-2-(82),,,,,,
文久３年夏頃,1,文久３年夏頃,,,,,,
-18630770550,1,-18630770550,,,,,,
0380-17-2-(83),1,0380-17-2-(83),,,,,,
百万編,1,百万編,,,,,,
大社ゑんむすび,1,大社ゑんむすび,,,,,,
0380-17-2-(84),1,0380-17-2-(84),,,,,,
明治元年４月(18680040550),1,明治元年４月(18680040550),,,,,,
辰四改,1,辰四改,,,,,,
道成寺つりがねこんりう,1,道成寺つりがねこんりう,,,,,,
0380-17-2-(85),1,0380-17-2-(85),,,,,,
芳年戯筆,1,芳年戯筆,,,,,,
文久元年１２月(18610120550),1,文久元年１２月(18610120550),,,,,,
酉十二改,1,酉十二改,,,,,,
当盛茶ばん狂言,1,当盛茶ばん狂言,,,,,,
0380-17-2-(86),1,0380-17-2-(86),,,,,,
0380-17-2-(87),1,0380-17-2-(87),,,,,,
２８,1,２８,,,,,,
狂画御馳走尽し,1,狂画御馳走尽し,,,,,,
0380-17-2-(88),1,0380-17-2-(88),,,,,,
天貧坊土地面画讃,1,天貧坊土地面画讃,,,,,,
味よきは,1,味よきは,,,,,,
会席料理,1,会席料理,https://ja.wikipedia.org/wiki/会席料理,Keyword,OK,,,
酌ハたぼ　酒ハ新川,1,酌ハたぼ　酒ハ新川,,,,,,
肴河岸なり,1,肴河岸なり,,,,,,
狂画こん会,1,狂画こん会,,,,,,
0380-17-2-(89),1,0380-17-2-(89),,,,,,
新作浮世道中,1,新作浮世道中,,,,,,
0380-17-2-(90),1,0380-17-2-(90),,,,,,
六歌仙の内りうこうけん,1,六歌仙の内りうこうけん,,,,,,
0380-17-2-(91),1,0380-17-2-(91),,,,,,
当時物論集会,1,当時物論集会,,,,,,
0380-17-2-(92),1,0380-17-2-(92),,,,,,
こわい物ハ商売のひま,1,こわい物ハ商売のひま,,,,,,
家内楽金銭遊セル図,1,家内楽金銭遊セル図,,,,,,
0380-17-2-(93),1,0380-17-2-(93),,,,,,
松蝶楼国麿戯画印,1,松蝶楼国麿戯画印,,,,,,
かないたのしむきんせんをあそはせるづ,1,かないたのしむきんせんをあそはせるづ,,,,,,
諸道具寄合噂はなし,1,諸道具寄合噂はなし,,,,,,
0380-17-2-(94),1,0380-17-2-(94),,,,,,
一立斎重政戯画印,1,一立斎重政戯画印,,,,,,
慶応２年１０月(18660100550),1,慶応２年１０月(18660100550),,,,,,
伊勢屋鉄五郎,1,伊勢屋鉄五郎,,,,,,
寅十改,1,寅十改,,,,,,
大集諸色の大さがり,1,大集諸色の大さがり,,,,,,
0380-17-2-(95),1,0380-17-2-(95),,,,,,
板元之好みに付国輝戯画,1,板元之好みに付国輝戯画,,,,,,
慶応３年４月(18670040550),1,慶応３年４月(18670040550),,,,,,
具足屋,1,具足屋,,,,,,
卯四改,1,卯四改,,,,,,
天加羅渡利泡喰鳥,1,天加羅渡利泡喰鳥,,,,,,
0380-17-2-(96),1,0380-17-2-(96),,,,,,
愛宕参詣群集之図,1,愛宕参詣群集之図,,,,,,
0380-17-2-(97),1,0380-17-2-(97),,,,,,
慶応元年１０月(18650100550),1,慶応元年１０月(18650100550),,,,,,
古賀尾勝五郎,1,古賀尾勝五郎,,,,,,
丑十改,1,丑十改,,,,,,
職人が品物をかついで階段を登っていく図,1,職人が品物をかついで階段を登っていく図,,,,,,
浮世稽古荷上り繁昌,1,浮世稽古荷上り繁昌,,,,,,
0380-17-2-(98),1,0380-17-2-(98),,,,,,
慶応２年８月(18660080550),1,慶応２年８月(18660080550),,,,,,
ホリ長,1,ホリ長,,,,,,
寅八改,1,寅八改,,,,,,
小唄師匠,1,小唄師匠,,,,,,
上っている品物の名前ズラッとあり,1,上っている品物の名前ズラッとあり,,,,,,
世の中いろはたとへ,1,世の中いろはたとへ,,,,,,
0380-17-2-(99),1,0380-17-2-(99),,,,,,
りう行なんだへぶし,1,りう行なんだへぶし,,,,,,
0380-17-2-(100),1,0380-17-2-(100),,,,,,
重政画,1,重政画,,,,,,
明治元年３月(18680030550),1,明治元年３月(18680030550),,,,,,
辰三改,1,辰三改,,,,,,
なんだへぶし,1,なんだへぶし,,,,,,
御札ふり,1,御札ふり,,,,,,
和漢諸色大角力,1,和漢諸色大角力,,,,,,
0380-17-2-(101),1,0380-17-2-(101),,,,,,
自笑斎,1,自笑斎,,,,,,
戯画印,1,戯画印,,,,,,
若狭屋甚五郎,1,若狭屋甚五郎,https://ja.wikipedia.org/wiki/若狭屋甚五郎,Keyword,OK,,,
若甚板,1,若甚板,,,,,,
商売,1,商業,https://ja.wikipedia.org/wiki/商業,Keyword,OK,,,
南金米,1,南金米,,,,,,
シャボン,1,石鹸,https://ja.wikipedia.org/wiki/石鹸,Keyword,OK,,,
写真,1,写真,https://ja.wikipedia.org/wiki/写真,Keyword,OK,,,
輸入品と在来品との相撲,1,輸入品と在来品との相撲,,,,,,
焼芋屋の前にて子供遊びの図,1,焼芋屋の前にて子供遊びの図,,,,,,
0380-17-2-(102),1,0380-17-2-(102),,,,,,
竹内栄久,1,歌川国貞_(3代目),https://ja.wikipedia.org/wiki/歌川国貞_(3代目),Keyword,OK,,,
明治１０年３月２４日届(18770030240),1,明治１０年３月２４日届(18770030240),,,,,,
福田熊治良,1,福田熊治良,,,,,,
長谷川丁２０,1,長谷川丁２０,,,,,,
児供遊び力くらべ,1,児供遊び力くらべ,,,,,,
0380-17-2-(103),1,0380-17-2-(103),,,,,,
梅堂戯墨：竹内栄久,1,梅堂戯墨：竹内栄久,,,,,,
明治１０年４月３日届(18770040030),1,明治１０年４月３日届(18770040030),,,,,,
多賀甚五郎板,1,多賀甚五郎板,,,,,,
新乗物町１９,1,新乗物町１９,,,,,,
定価３銭５厘,1,定価３銭５厘,,,,,,
歌沢の稽古所,1,歌沢の稽古所,,,,,,
0380-17-2-(104),1,0380-17-2-(104),,,,,,
孟斎画,1,孟斎画,,,,,,
明治１０年,1,明治１０年,,,,,,
-18770550550,1,-18770550550,,,,,,
源頼朝公富士ノ狩場行列之図,1,源頼朝公富士ノ狩場行列之図,,,,,,
0380-17-4-(1),1,0380-17-4-(1),,,,,,
応需国輝画印,1,応需国輝画印,,,,,,
将軍進発,1,将軍進発,,,,,,
源頼朝公上洛御官位之図,1,源頼朝公上洛御官位之図,,,,,,
0380-17-4-(2),1,0380-17-4-(2),,,,,,
山本平吉梓,1,山本平吉梓,,,,,,
翔鶴丸大坂到着の図,1,翔鶴丸大坂到着の図,,,,,,
0380-17-4-(3),1,0380-17-4-(3),,,,,,
彫兼,1,彫兼,,,,,,
ミカド兵庫にて軍議の図,1,ミカド兵庫にて軍議の図,,,,,,
0380-17-4-(4),1,0380-17-4-(4),,,,,,
為朝琉球国ニ鷲討図,1,為朝琉球国ニ鷲討図,,,,,,
0380-17-4-(5),1,0380-17-4-(5),,,,,,
一昇斎国福画印,1,一昇斎国福画印,,,,,,
文久２年１１月(18620110550),1,文久２年１１月(18620110550),,,,,,
彫工深長,1,彫工深長,,,,,,
戌十一改,1,戌十一改,,,,,,
源為朝,1,源為朝,https://ja.wikipedia.org/wiki/源為朝,Person,OK,,,
蒙古賊船退治之図,1,蒙古賊船退治之図,,,,,,
0380-17-4-(6),1,0380-17-4-(6),,,,,,
惺々狂斎,1,惺々狂斎,,,,,,
蒙古退治之略記,1,蒙古退治之略記,,,,,,
0380-17-4-(7),1,0380-17-4-(7),,,,,,
周麿,1,周麿,,,,,,
元寇,1,元寇,https://ja.wikipedia.org/wiki/元寇,Event,OK,,,
隅田了古の詞書あり,1,隅田了古の詞書あり,,,,,,
楠正行四条縄手合戦,1,楠正行四条縄手合戦,,,,,,
0380-17-4-(8),1,0380-17-4-(8),,,,,,
楠正行,1,楠正行,https://ja.wikipedia.org/wiki/楠正行,Keyword,変更,楠木正行,,Person
太平記兵庫合戦,1,太平記兵庫合戦,,,,,,
0380-17-4-(9),1,0380-17-4-(9),,,,,,
佐七刻,1,佐七刻,,,,,,
白藤彦七郎,1,白藤彦七郎,,,,,,
